stop_name,stop_ids,max_distance_m,example_stop_id_a,example_stop_id_b
Häradshammar,2,6.338435114938301,9022005001684002,9022005001684001
Simonstorps skola,2,6.31615229748035,9022005001389002,9022005001389001
Valhallavägen,2,6.300372528552207,9022005001627002,9022005001627001
Ekövägen,2,6.068568133789073,9022005001899001,9022005001899002
Västra Lund,2,5.985684990293735,9022005002845001,9022005002845002
Vretaliden,2,5.828224184085619,9022005002106002,9022005002106001
Boxholms centrum,2,5.809925578544804,9022005003814001,9022005003814002
Hårkrankeryd,2,5.803999771829687,9022005003553001,9022005003553002
"Birkekärr, Norra",2,5.797127314655306,9022005001985001,9022005001985002
Friluftsbadet,2,5.782438221473061,9022005003671002,9022005003671001
Kvarntorp,2,5.598768541559383,9022005003256002,9022005003256001
Huvudstad,2,5.424672910002136,9022005002400002,9022005002400001
Jonsbergs prästgård,2,5.3584181065082275,9022005001704002,9022005001704001
Hovetorp,2,5.101398993524274,9022005002958002,9022005002958001
Gärdserums kyrka,2,5.085766400077907,9022005002581002,9022005002581001
Arkösund,2,5.040330827121066,9022005001711002,9022005001711001
Grönbrinken,2,5.033729474550404,9022005002085002,9022005002085001
Nysäter,2,5.013345071885371,9022005002844001,9022005002844002
Olivehultsvägen,2,5.00963678455275,9022005003189002,9022005003189001
Heimdalsvägen,2,5.0037716990132335,9022005001361001,9022005001361002
Lagmansberga,2,5.003597840558996,9022005003221001,9022005003221002
Marielundsvägen,2,4.975452508535266,9022005001648002,9022005001648001
Risberga,2,4.948677298556366,9022005003166001,9022005003166002
Tunafors,2,4.459733346602823,9022005001611001,9022005001611002
Simonstorp,2,4.439440927437743,9022005002084002,9022005002084001
Högalid,2,4.222311837732401,9022005002092002,9022005002092001
Östra Stenbys vk,2,4.213711157698945,9022005000108002,9022005000108001
Lybecksvägen,2,4.138601877293128,9022005001978001,9022005001978002
Kvarngården,2,4.1378207681926265,9022005003168001,9022005003168002
Stångågården,2,4.1271484978698165,9022005002508002,9022005002508001
Åkerstad,2,4.124171310696407,9022005002664001,9022005002664002
Jonsberg,2,4.122922790480985,9022005001701002,9022005001701001
Drättinge,2,4.1227069806357814,9022005001344002,9022005001344001
Magasinsgatan,2,4.068954111719799,9022005086001001,9022005086001002
Ås Örtomta,2,4.003017359368604,9022005002717001,9022005002717002
Grebo affär,2,3.599996542646766,9022005000251001,9022005000251002
Vägstorp,2,3.590212799243034,9022005002931002,9022005002931001
Bönnernviken,2,3.587344010802017,9022005001179002,9022005001179001
Eklund,2,3.57049366999397,9022005001670002,9022005001670001
Väderstad kyrka,2,3.5677278826828145,9022005000402002,9022005000402001
Yxeltorpsviken,2,3.188541275663051,9022005004073002,9022005004073001
Nyckelby mellangård,2,3.1832526180824976,9022005002381002,9022005002381001
Degerön,2,3.149030336858888,9022005000353002,9022005000353001
Bottna bygdegård,2,3.102631829962375,9022005004108002,9022005004108001
Tjädervägen,2,3.002834655911948,9022005003729001,9022005003729002
Konungsunds vk,2,3.0028226359079224,9022005000107002,9022005000107001
Kullerstadsvägen,2,2.2685456744066004,9022005002086002,9022005002086001
Skinnarhagen,2,2.235174275291627,9022005002943002,9022005002943001
Hushagen,2,2.2281027803485487,9022005002048001,9022005002048002
Folkungagården,2,2.223808894165667,9022005003357002,9022005003357001
Bondegatan Åtvidaberg,2,1.9928432179840165,9022005004571001,9022005004571002
Mönnerums vägkors,2,1.0007543404347168,9022005001698002,9022005001698001
Landbogatan,2,0.9974105859845299,9022005000223002,9022005000223001
Väster centrum,1,0.0,,
Åtvidabergs centrum,1,0.0,,
Åswärds backe,1,0.0,,
Agneshögs gård,1,0.0,,
Övre Johannelund,1,0.0,,
Blockstensgatan,1,0.0,,
Vårbacka,1,0.0,,
Övre Skriketorp,1,0.0,,
Bergdalsgatan,1,0.0,,
Ödeshög Torget,1,0.0,,
Vårdcentralen Marieberg,1,0.0,,
Borggårds station,1,0.0,,
Barketorp,1,0.0,,
Axels park,1,0.0,,
Västra Husby skola,1,0.0,,
Bergslagstorget,1,0.0,,
Östra station,1,0.0,,
Ättetorp,1,0.0,,
Bankekind skola,1,0.0,,
Östra Husby centrum,1,0.0,,
Åbymoskolan,1,0.0,,
Åby arena,1,0.0,,
Väster Klyvaregatan,1,0.0,,
Värgårdsskolan,1,0.0,,
Österbymo busstation,1,0.0,,
Aspeliden,1,0.0,,
Österbyhyttan,1,0.0,,
Bohusvägen,1,0.0,,
Åkervägen,1,0.0,,
Björsäters kyrka,1,0.0,,
Väster Briggen,1,0.0,,
Braviken,1,0.0,,
Bogetorp,1,0.0,,
Strandgatans vändplats,1,0.0,,
Brinken,1,0.0,,
Hultdalsskolan,1,0.0,,
Rydsnässkolan,1,0.0,,
Rydsvägens ändhållplats,1,0.0,,
Konsum,1,0.0,,
Komministergården,1,0.0,,
Kolarestigen,1,0.0,,
Klockrike,1,0.0,,
Råsslaskolan,1,0.0,,
Saab Civila Porten,1,0.0,,
Karlstorp,1,0.0,,
Sandbäcken,1,0.0,,
Jägarvallsvägen,1,0.0,,
Simonstorps vägkors,1,0.0,,
Sjögestad by,1,0.0,,
Industrivägen,1,0.0,,
Igelfors skola,1,0.0,,
Hökbäcken,1,0.0,,
Höglandssjukhuset,1,0.0,,
Högamon,1,0.0,,
Skiffervägen,1,0.0,,
Hästholmen,1,0.0,,
Hässleåsvägen,1,0.0,,
Härnegatans vändplats,1,0.0,,
Skäggebyvägen,1,0.0,,
Skäggetorp centrum,1,0.0,,
Hällestad skola,1,0.0,,
Skånstorp,1,0.0,,
Hycklinge kvarn,1,0.0,,
Slagget,1,0.0,,
Slaka kyrka,1,0.0,,
Koppargården,1,0.0,,
Roxtuna,1,0.0,,
Rommetorp,1,0.0,,
Lillkyrkavägen,1,0.0,,
Marknadsbodarna,1,0.0,,
Marieberg,1,0.0,,
Malmavägen,1,0.0,,
Nedre Johannelund,1,0.0,,
Nedre Skriketorp,1,0.0,,
Länsmansgårdens vägkors,1,0.0,,
Abborreberg,1,0.0,,
Norsholms bussvändplats,1,0.0,,
Loviseberg,1,0.0,,
Nyhemsskolan,1,0.0,,
Lingvallen,1,0.0,,
Lindåkravägen,1,0.0,,
Näknakorset,2,0.0,,
Oranievägen,2,0.0,,
Rocklundavägen,1,0.0,,
Parkhallen,1,0.0,,
Lagnö vändplats,1,0.0,,
Pinnmogatan,1,0.0,,
Lagerlundavägen,1,0.0,,
Kättsättersgatan,1,0.0,,
Prästköp,1,0.0,,
Kvinnebystigen,1,0.0,,
Rejmyre vändplats,1,0.0,,
Kungsängsskolan,1,0.0,,
Kungshögaskolan,1,0.0,,
Krutkällaren,1,0.0,,
Ringstorp,1,0.0,,
Kristinebergsgatan,1,0.0,,
Huvklintsvägen,1,0.0,,
Smedsby skola,1,0.0,,
Brokinds vägkors,1,0.0,,
Snickaregatan,1,0.0,,
Fyruddens hamn,1,0.0,,
Tjällmos bygdegård,1,0.0,,
Folkungavallen,1,0.0,,
Torpavägens vändplats,1,0.0,,
Falerum Servicehuset,1,0.0,,
Torvmossen,1,0.0,,
Eskadern,1,0.0,,
Enbärsvägen,1,0.0,,
Enbärsstigen,1,0.0,,
Tunnlandsvägen,1,0.0,,
Ektunavägen,1,0.0,,
Tvärgatan,1,0.0,,
Eksätter,1,0.0,,
Eksjö resecentrum,1,0.0,,
Egelstorp,1,0.0,,
Ulrika busstation,1,0.0,,
Unnavägen,1,0.0,,
Dunderbacken,1,0.0,,
Urbergsgatan,1,0.0,,
Uttersbergsskolan,1,0.0,,
Valdemarsviks busstation,1,0.0,,
Djurön,1,0.0,,
Vargfallet,1,0.0,,
Dagsbergs skola,1,0.0,,
Viberga,1,0.0,,
Vildapelvägen,2,0.0,,
Vildmarkshotellet,1,0.0,,
Vimmavägen,1,0.0,,
Bråstorp norra,1,0.0,,
Sörbyskolan,1,0.0,,
Gamla torget,1,0.0,,
Garpavägen,1,0.0,,
Stjärnorpsgatan,1,0.0,,
Hjortronvägen,1,0.0,,
Himmelstalund,1,0.0,,
Solkeryd,1,0.0,,
Herrgården,1,0.0,,
Sonstorps bruks vk,1,0.0,,
Sontorp,1,0.0,,
Sparbanken,1,0.0,,
Sportvägen,2,0.0,,
Sprängstensgatan,1,0.0,,
Starby,1,0.0,,
Haraldsbo,1,0.0,,
Hammarn,1,0.0,,
Stigstorps gård,1,0.0,,
Göstas väg,1,0.0,,
Söderledskyrkan,1,0.0,,
Storgatan 35,1,0.0,,
Storgatan 55,1,0.0,,
Mellantorpsvägen,1,0.0,,
Strandängsvägen,1,0.0,,
Gälstad-Lundby,1,0.0,,
Gunnarsdal,1,0.0,,
Styrstad Vägkors,2,0.0,,
Styrstad Äppelbo,2,0.0,,
Svartö,1,0.0,,
Grytgöls skola,1,0.0,,
Grytgöls centrum,1,0.0,,
Syntorps vägkors,1,0.0,,
Grosvadsskolan,1,0.0,,
Lunnevads folkhögskola,1,0.0,,
